State,Number of CoCs,Overall Homeless ,Sheltered ES Homeless ,Sheltered TH Homeless ,Sheltered SH Homeless ,Sheltered Total Homeless ,Unsheltered Homeless ,Homeless Individuals ,Sheltered ES Homeless Individuals ,Sheltered TH Homeless Individuals ,Sheltered SH Homeless Individuals ,Sheltered Total Homeless Individuals ,Unsheltered Homeless Individuals ,Homeless People in Families ,Sheltered ES Homeless People in Families ,Sheltered TH Homeless People in Families ,Sheltered Total Homeless People in Families ,Unsheltered Homeless People in Families ,Homeless Family Households ,Sheltered ES Homeless Family Households ,Sheltered TH Homeless Family Households ,Sheltered Total Homeless Family Households ,Unsheltered Homeless Family Households ,Chronically Homeless ,Sheltered ES Chronically Homeless ,Sheltered SH Chronically Homeless ,Sheltered Total Chronically Homeless ,Unsheltered Chronically Homeless ,Chronically Homeless Individuals ,Sheltered ES Chronically Homeless Individuals ,Sheltered SH Chronically Homeless Individuals ,Sheltered Total Chronically Homeless Individuals ,Unsheltered Chronically Homeless Individuals ,Chronically Homeless People in Families ,Sheltered ES Chronically Homeless People in Families ,Sheltered Total Chronically Homeless People in Families ,Unsheltered Chronically Homeless People in Families ,Homeless Veterans ,Sheltered ES Homeless Veterans ,Sheltered TH Homeless Veterans ,Sheltered SH Homeless Veterans ,Sheltered Total Homeless Veterans ,Unsheltered Homeless Veterans ,Homeless Unaccompanied Youth (Under 25) ,Sheltered ES Homeless Unaccompanied Youth (Under 25) ,Sheltered TH Homeless Unaccompanied Youth (Under 25) ,Sheltered SH Homeless Unaccompanied Youth (Under 25) ,Sheltered Total Homeless Unaccompanied Youth (Under 25) ,Unsheltered Homeless Unaccompanied Youth (Under 25) ,Homeless Unaccompanied Youth Under 18 ,Sheltered ES Homeless Unaccompanied Youth Under 18 ,Sheltered TH Homeless Unaccompanied Youth Under 18 ,Sheltered SH Homeless Unaccompanied Youth Under 18 ,Sheltered Total Homeless Unaccompanied Youth Under 18 ,Unsheltered Homeless Unaccompanied Youth Under 18 ,Homeless Unaccompanied Youth Age 18-24 ,Sheltered ES Homeless Unaccompanied Youth Age 18-24 ,Sheltered TH Homeless Unaccompanied Youth Age 18-24 ,Sheltered SH Homeless Unaccompanied Youth Age 18-24 ,Sheltered Total Homeless Unaccompanied Youth Age 18-24 ,Unsheltered Homeless Unaccompanied Youth Age 18-24 ,Homeless Parenting Youth (Under 25) ,Sheltered ES Homeless Parenting Youth (Under 25) ,Sheltered TH Homeless Parenting Youth (Under 25) ,Sheltered Total Homeless Parenting Youth (Under 25) ,Unsheltered Homeless Parenting Youth (Under 25) ,Homeless Parenting Youth Under 18 ,Sheltered ES Homeless Parenting Youth Under 18 ,Sheltered TH Homeless Parenting Youth Under 18 ,Sheltered Total Homeless Parenting Youth Under 18 ,Unsheltered Homeless Parenting Youth Under 18 ,Homeless Parenting Youth Age 18-24 ,Sheltered ES Homeless Parenting Youth Age 18-24 ,Sheltered TH Homeless Parenting Youth Age 18-24 ,Sheltered Total Homeless Parenting Youth Age 18-24 ,Unsheltered Homeless Parenting Youth Age 18-24 ,Homeless Children of Parenting Youth ,Sheltered ES Homeless Children of Parenting Youth ,Sheltered TH Homeless Children of Parenting Youth ,Sheltered Total Homeless Children of Parenting Youth ,Unsheltered Homeless Children of Parenting Youth 
KY,3,"4,237","2,112","1,419",0,"3,531",706,"2,949","1,514",886,0,"2,400",549,"1,288",598,533,"1,131",157,410,187,178,365,45,382,235,0,235,147,353,218,0,218,135,29,17,17,12,512,159,293,0,452,60,220,109,63,0,172,48,21,20,1,21,0,199,89,62,0,151,48,73,30,39,69,4,0,0,0,0,0,73,30,39,69,4,109,50,54,104,5,
LA,9,"3,994","1,444","1,366",43,"2,853","1,141","3,176","1,105",921,43,"2,069","1,107",818,339,445,784,34,243,109,122,231,12,570,161,6,167,403,570,161,6,167,403,0,0,0,0,400,113,225,25,363,37,408,163,112,1,276,132,63,53,4,57,6,345,110,108,1,219,126,47,22,22,44,3,1,1,0,1,0,46,21,22,43,3,85,42,40,82,3,
MA,16,"19,608","15,714","3,093",41,"18,848",760,"6,434","3,838","1,811",41,"5,690",744,"13,174","11,876","1,282","13,158",16,"4,381","3,916",458,"4,374",7,"2,325","2,038",36,"2,074",251,"1,272",987,36,"1,023",249,"1,053","1,051","1,051",2,949,191,708,16,915,34,374,225,94,1,320,54,15,0,9,9,6,359,225,85,1,311,48,554,459,95,554,0,6,1,5,6,0,548,458,90,548,0,699,581,118,699,0,
MD,16,"7,689","3,647","2,436",78,"6,161","1,528","4,983","2,417","1,256",78,"3,751","1,232","2,706","1,230","1,180","2,410",296,866,388,389,777,89,"1,364",797,47,844,520,"1,277",735,47,782,495,87,62,62,25,555,157,276,3,436,119,279,119,62,4,185,94,15,2,3,5,10,264,117,59,4,180,84,148,72,69,141,7,0,0,0,0,0,148,72,69,141,7,225,111,105,216,9,
ME,2,"2,241","1,060","1,049",12,"2,121",120,"1,321",677,526,12,"1,215",106,920,383,523,906,14,297,116,176,292,5,217,169,5,174,43,199,151,5,156,43,18,18,18,0,146,63,62,0,125,21,177,85,76,0,161,16,31,16,13,29,2,146,69,63,0,132,14,34,14,18,32,2,3,0,3,3,0,31,14,15,29,2,38,16,21,37,1,
MI,21,"9,316","5,394","2,905",57,"8,356",960,"5,803","3,436","1,480",57,"4,973",830,"3,513","1,958","1,425","3,383",130,"1,109",616,457,"1,073",36,776,559,20,579,197,719,505,20,525,194,57,54,54,3,822,253,474,31,758,64,725,370,253,1,624,101,102,56,42,98,4,623,314,211,1,526,97,251,121,127,248,3,6,1,5,6,0,245,120,122,242,3,381,197,179,376,5,
MN,10,"7,341","3,700","2,752",0,"6,452",889,"3,669","2,158",744,0,"2,902",767,"3,672","1,542","2,008","3,550",122,"1,065",486,548,"1,034",31,873,718,0,718,155,715,570,0,570,145,158,148,148,10,279,135,113,0,248,31,730,299,314,0,613,117,89,50,25,75,14,641,249,289,0,538,103,254,93,158,251,3,9,1,8,9,0,245,92,150,242,3,377,182,192,374,3,
MO,8,"6,194","3,050","1,890",38,"4,978","1,216","3,810","1,874",918,38,"2,830",980,"2,384","1,176",972,"2,148",236,767,379,324,703,64,"1,136",727,38,765,371,891,527,38,565,326,245,200,200,45,575,196,281,17,494,81,638,291,198,0,489,149,201,125,43,168,33,437,166,155,0,321,116,138,59,71,130,8,5,2,3,5,0,133,57,68,125,8,204,86,113,199,5,
MP,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
MS,3,"1,738",524,365,0,889,849,"1,299",373,183,0,556,743,439,151,182,333,106,133,49,52,101,32,183,28,0,28,155,180,28,0,28,152,3,0,0,3,144,25,33,0,58,86,85,32,13,0,45,40,10,10,0,10,0,75,22,13,0,35,40,14,3,2,5,9,0,0,0,0,0,14,3,2,5,9,23,5,2,7,16,
MT,1,"1,418",481,307,0,788,630,844,296,147,0,443,401,574,185,160,345,229,172,61,52,113,59,137,26,0,26,111,117,21,0,21,96,20,5,5,15,165,47,45,0,92,73,100,27,25,0,52,48,13,0,4,4,9,87,27,21,0,48,39,22,7,9,16,6,0,0,0,0,0,22,7,9,16,6,22,8,10,18,4,
NC,12,"9,559","5,215","2,035",0,"7,250","2,309","6,396","3,480","1,202",0,"4,682","1,714","3,163","1,735",833,"2,568",595,"1,041",573,272,845,196,"1,184",638,0,638,546,999,527,0,527,472,185,111,111,74,888,324,406,0,730,158,497,315,70,0,385,112,65,50,5,55,10,432,265,65,0,330,102,135,71,49,120,15,0,0,0,0,0,135,71,49,120,15,200,107,78,185,15,
ND,1,923,535,172,0,707,216,662,444,65,0,509,153,261,91,107,198,63,70,27,31,58,12,120,41,0,41,79,89,41,0,41,48,31,0,0,31,116,26,37,0,63,53,74,45,16,0,61,13,10,5,5,10,0,64,40,11,0,51,13,13,4,5,9,4,0,0,0,0,0,13,4,5,9,4,18,5,5,10,8,
NE,3,"2,754","1,484","1,169",0,"2,653",101,"1,880","1,085",694,0,"1,779",101,874,399,475,874,0,280,127,153,280,0,233,196,0,196,37,200,163,0,163,37,33,33,33,0,219,95,116,0,211,8,238,94,144,0,238,0,40,18,22,40,0,198,76,122,0,198,0,34,8,26,34,0,0,0,0,0,0,34,8,26,34,0,44,11,33,44,0,
NH,3,"1,366",653,562,8,"1,223",143,827,429,258,8,695,132,539,224,304,528,11,185,83,98,181,4,281,214,2,216,65,227,162,2,164,63,54,52,52,2,123,28,90,1,119,4,80,34,38,0,72,8,1,0,0,0,1,79,34,38,0,72,7,32,9,22,31,1,1,1,0,1,0,31,8,22,30,1,61,35,24,59,2,
NJ,15,"8,895","5,514","1,927",20,"7,461","1,434","5,540","3,173",994,20,"4,187","1,353","3,355","2,341",933,"3,274",81,"1,123",767,331,"1,098",25,822,399,0,399,423,704,291,0,291,413,118,108,108,10,556,166,316,3,485,71,533,317,151,2,470,63,34,17,17,34,0,499,300,134,2,436,63,269,169,97,266,3,0,0,0,0,0,269,169,97,266,3,337,210,123,333,4,
NM,2,"2,263","1,241",568,0,"1,809",454,"1,556",904,223,0,"1,127",429,707,337,345,682,25,229,117,106,223,6,649,378,0,378,271,603,342,0,342,261,46,36,36,10,214,74,76,0,150,64,188,107,56,0,163,25,69,44,24,68,1,119,63,32,0,95,24,14,3,11,14,0,0,0,0,0,0,14,3,11,14,0,23,7,16,23,0,
NV,3,"7,398","2,328","1,118",25,"3,471","3,927","6,853","1,999",913,25,"2,937","3,916",545,329,205,534,11,180,106,70,176,4,347,53,9,62,285,330,36,9,45,285,17,17,17,0,851,110,327,0,437,414,"1,672",150,157,2,309,"1,363",292,13,15,28,264,"1,380",137,142,2,281,"1,099",34,10,19,29,5,1,0,1,1,0,33,10,18,28,5,42,12,25,37,5,
NY,26,"86,352","75,595","7,003",163,"82,761","3,591","35,315","27,242","4,388",163,"31,793","3,522","51,037","48,353","2,615","50,968",69,"15,499","14,534",940,"15,474",25,"5,368","3,285",14,"3,299","2,069","4,112","2,049",14,"2,063","2,049","1,256","1,236","1,236",20,"1,248",393,761,2,"1,156",92,"2,889","1,924",717,0,"2,641",248,188,113,52,165,23,"2,701","1,811",665,0,"2,476",225,"2,724","2,477",241,"2,718",6,11,4,7,11,0,"2,713","2,473",234,"2,707",6,"3,311","2,991",313,"3,304",7,
OH,9,"10,404","6,530","2,647",89,"9,266","1,138","6,946","4,221","1,580",89,"5,890","1,056","3,458","2,309","1,067","3,376",82,"1,079",719,342,"1,061",18,778,401,38,439,339,733,365,38,403,330,45,36,36,9,930,334,498,13,845,85,622,366,190,1,557,65,46,38,6,44,2,576,328,184,1,513,63,225,127,92,219,6,5,0,5,5,0,220,127,87,214,6,340,205,127,332,8,
OK,8,"4,107","2,425",638,24,"3,087","1,020","2,997","1,731",365,24,"2,120",877,"1,110",694,273,967,143,360,217,96,313,47,696,390,15,405,291,610,314,15,329,281,86,76,76,10,358,178,81,1,260,98,410,201,64,1,266,144,39,35,0,35,4,371,166,64,1,231,140,50,32,9,41,9,0,0,0,0,0,50,32,9,41,9,70,46,14,60,10,
OR,7,"13,238","3,138","2,090",8,"5,236","8,002","9,379","2,325","1,325",8,"3,658","5,721","3,859",813,765,"1,578","2,281","1,315",265,241,506,809,"3,460",546,8,554,"2,906","3,077",498,8,506,"2,571",383,48,48,335,"1,341",261,341,1,603,738,"1,175",216,202,0,418,757,236,42,16,58,178,939,174,186,0,360,579,133,26,66,92,41,0,0,0,0,0,133,26,66,92,41,169,40,79,119,50,
PA,16,"15,339","7,784","5,689",191,"13,664","1,675","8,599","4,634","2,255",191,"7,080","1,519","6,740","3,150","3,434","6,584",156,"2,200",989,"1,163","2,152",48,"1,325",646,141,787,538,"1,209",532,141,673,536,116,114,114,2,"1,136",339,741,8,"1,088",48,868,445,289,2,736,132,63,36,9,45,18,805,409,280,2,691,114,549,223,319,542,7,4,1,3,4,0,545,222,316,538,7,779,314,457,771,8,
PR,2,"4,418",343,921,57,"1,321","3,097","3,799",305,537,57,899,"2,900",619,38,384,422,197,188,13,126,139,49,"1,772",157,54,211,"1,561","1,623",149,54,203,"1,420",149,8,8,141,146,13,24,0,37,109,163,14,37,1,52,111,6,4,0,4,2,157,10,37,1,48,109,31,1,26,27,4,0,0,0,0,0,31,1,26,27,4,43,1,34,35,8,
RI,1,"1,160",822,301,0,"1,123",37,859,682,140,0,822,37,301,140,161,301,0,93,41,52,93,0,144,141,0,141,3,136,133,0,133,3,8,8,8,0,89,20,69,0,89,0,64,59,4,0,63,1,0,0,0,0,0,64,59,4,0,63,1,21,3,18,21,0,0,0,0,0,0,21,3,18,21,0,31,5,26,31,0,
SC,4,"5,051","1,832","1,517",12,"3,361","1,690","3,758","1,359",969,12,"2,340","1,418","1,293",473,548,"1,021",272,409,153,176,329,80,988,436,12,448,540,913,383,12,395,518,75,53,53,22,738,147,304,1,452,286,266,84,67,0,151,115,20,10,4,14,6,246,74,63,0,137,109,48,13,31,44,4,2,1,1,2,0,46,12,30,42,4,76,20,52,72,4,
SD,1,"1,072",616,271,0,887,185,548,326,120,0,446,102,524,290,151,441,83,170,85,58,143,27,44,37,0,37,7,34,30,0,30,4,10,7,7,3,120,24,85,0,109,11,77,43,26,0,69,8,9,5,4,9,0,68,38,22,0,60,8,19,10,6,16,3,1,1,0,1,0,18,9,6,15,3,25,14,7,21,4,
TN,10,"8,779","3,729","2,037",7,"5,773","3,006","6,652","2,838","1,357",7,"4,202","2,450","2,127",891,680,"1,571",556,710,302,232,534,176,"1,782",687,7,694,"1,088","1,640",606,7,613,"1,027",142,81,81,61,831,286,367,1,654,177,416,153,96,0,249,167,26,18,4,22,4,390,135,92,0,227,163,107,38,36,74,33,0,0,0,0,0,107,38,36,74,33,147,50,58,108,39,
TX,11,"23,122","10,448","5,669",97,"16,214","6,908","15,959","7,076","2,142",97,"9,315","6,644","7,163","3,372","3,527","6,899",264,"2,297","1,062","1,154","2,216",81,"3,689","1,569",68,"1,637","2,052","3,534","1,432",68,"1,500","2,034",155,137,137,18,"1,768",647,618,20,"1,285",483,"1,309",546,218,0,764,545,187,108,15,123,64,"1,122",438,203,0,641,481,309,138,165,303,6,5,0,5,5,0,304,138,160,298,6,465,198,254,452,13,
UT,3,"2,807","1,984",587,0,"2,571",236,"1,828","1,290",322,0,"1,612",216,979,694,265,959,20,298,210,81,291,7,190,180,0,180,10,168,158,0,158,10,22,22,22,0,335,114,197,0,311,24,150,100,32,0,132,18,18,17,0,17,1,132,83,32,0,115,17,17,13,4,17,0,0,0,0,0,0,17,13,4,17,0,30,22,8,30,0,
VA,16,"6,268","3,900","1,559",43,"5,502",766,"3,959","2,698",504,43,"3,245",714,"2,309","1,202","1,055","2,257",52,737,394,326,720,17,793,543,25,568,225,750,500,25,525,225,43,43,43,0,515,305,132,2,439,76,322,223,55,0,278,44,12,12,0,12,0,310,211,55,0,266,44,102,55,43,98,4,1,0,1,1,0,101,55,42,97,4,146,66,76,142,4,
VI,1,341,53,36,0,89,252,308,32,24,0,56,252,33,21,12,33,0,11,6,5,11,0,26,8,0,8,18,26,8,0,8,18,0,0,0,0,32,2,0,0,2,30,8,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
VT,2,"1,117",660,297,4,961,156,655,377,135,4,516,139,462,283,162,445,17,158,95,57,152,6,127,81,0,81,46,120,74,0,74,46,7,7,7,0,110,22,75,0,97,13,71,38,24,0,62,9,1,0,1,1,0,70,38,23,0,61,9,46,24,19,43,3,0,0,0,0,0,46,24,19,43,3,49,26,20,46,3,
WA,7,"20,827","6,752","5,567",42,"12,361","8,466","13,900","4,659","1,688",42,"6,389","7,511","6,927","2,093","3,879","5,972",955,"2,185",659,"1,219","1,878",307,"2,567",957,24,981,"1,586","2,307",801,24,825,"1,482",260,156,156,104,"1,484",548,449,2,999,485,"1,307",339,375,0,714,593,92,54,23,77,15,"1,215",285,352,0,637,578,295,74,205,279,16,6,0,6,6,0,289,74,199,273,16,455,87,347,434,21,
WI,4,"5,685","3,044","2,167",64,"5,275",410,"2,886","1,682",749,64,"2,495",391,"2,799","1,362","1,418","2,780",19,862,414,442,856,6,363,269,27,296,67,276,182,27,209,67,87,87,87,0,415,107,285,0,392,23,337,170,98,5,273,64,25,19,1,20,5,312,151,97,5,253,59,188,76,112,188,0,0,0,0,0,0,188,76,112,188,0,267,103,164,267,0,
WV,4,"1,387",963,278,11,"1,252",135,"1,039",724,169,11,904,135,348,239,109,348,0,113,79,34,113,0,165,117,0,117,48,161,113,0,113,48,4,4,4,0,143,68,57,1,126,17,95,69,13,1,83,12,6,5,0,5,1,89,64,13,1,78,11,19,15,4,19,0,0,0,0,0,0,19,15,4,19,0,35,29,6,35,0,
WY,1,857,297,194,0,491,366,517,184,93,0,277,240,340,113,101,214,126,110,40,37,77,33,91,33,0,33,58,80,29,0,29,51,11,4,4,7,87,36,20,0,56,31,31,16,8,0,24,7,3,1,0,1,2,28,15,8,0,23,5,15,8,4,12,3,0,0,0,0,0,15,8,4,12,3,17,8,6,14,3,
AK,2,"1,845","1,017",534,0,"1,551",294,"1,354",792,268,0,"1,060",294,491,225,266,491,0,165,80,85,165,0,257,158,0,158,99,216,117,0,117,99,41,41,41,0,124,70,25,0,95,29,162,96,46,0,142,20,15,13,2,0,15,0,147,83,44,0,127,20,22,10,12,22,0,0,0,0,0,0,22,10,12,22,0,39,20,19,39,0
AL,8,"3,793","1,644",978,34,"2,656","1,137","2,985","1,163",753,34,"1,950","1,035",808,481,225,706,102,262,153,76,229,33,363,167,4,171,192,344,148,4,152,192,19,19,19,0,269,133,67,2,202,67,294,138,42,2,182,112,36,34,0,0,34,2,258,104,42,2,148,110,29,6,20,26,3,6,0,6,6,0,23,6,14,20,3,39,11,24,35,4
AR,6,"2,467",915,358,0,"1,273","1,194","2,068",677,260,0,937,"1,131",399,238,98,336,63,121,63,37,100,21,473,147,0,147,326,450,138,0,138,312,23,9,9,14,239,85,45,0,130,109,208,59,28,0,87,121,17,15,0,0,15,2,191,44,28,0,72,119,10,8,2,10,0,0,0,0,0,0,10,8,2,10,0,13,11,2,13,0
AZ,3,"8,947","3,841","1,904",36,"5,781","3,166","6,488","2,541",846,36,"3,423","3,065","2,459","1,300","1,058","2,358",101,689,357,307,664,25,"1,552",529,17,546,"1,006","1,463",475,17,492,971,89,54,54,35,970,268,372,1,641,329,578,251,93,1,345,233,55,45,0,0,45,10,523,206,93,1,300,223,81,37,44,81,0,0,0,0,0,0,81,37,44,81,0,112,55,57,112,0
CA,43,"131,532","26,854","15,656",126,"42,636","88,896","110,260","16,157","8,739",126,"25,022","85,238","21,272","10,697","6,917","17,614","3,658","7,083","3,484","2,352","5,836","1,247","37,033","5,178",57,"5,235","31,798","35,541","4,373",57,"4,430","31,111","1,492",805,805,687,"11,436","1,568","2,210",37,"3,815","7,621","12,962","1,106","1,601",2,"2,709","10,253","1,495",161,37,0,198,"1,297","11,467",945,"1,564",2,"2,511","8,956",786,258,398,656,130,16,10,1,11,5,770,248,397,645,125,912,289,493,782,130
CO,3,"10,940","4,135","2,921",25,"7,081","3,859","7,571","3,398","1,296",25,"4,719","2,852","3,369",737,"1,625","2,362","1,007",993,228,474,702,291,"2,264",952,25,977,"1,287","2,126",889,25,914,"1,212",138,63,63,75,"1,078",370,371,2,743,335,763,277,150,1,428,335,45,5,18,0,23,22,718,272,132,1,405,313,110,17,57,74,36,0,0,0,0,0,110,17,57,74,36,138,28,71,99,39
CT,2,"3,388","2,249",723,0,"2,972",416,"2,208","1,451",345,0,"1,796",412,"1,180",798,378,"1,176",4,392,264,127,391,1,420,273,0,273,147,387,240,0,240,147,33,33,33,0,191,34,143,0,177,14,170,92,14,0,106,64,13,11,0,0,11,2,157,81,14,0,95,62,64,44,20,64,0,0,0,0,0,0,64,44,20,64,0,89,57,32,89,0
DC,1,"7,473","5,363","1,213",0,"6,576",897,"3,583","1,992",694,0,"2,686",897,"3,890","3,371",519,"3,890",0,"1,166",975,191,"1,166",0,"1,881","1,343",0,"1,343",538,"1,470",932,0,932,538,411,411,411,0,285,81,169,0,250,35,228,88,106,0,194,34,5,4,1,0,5,0,223,84,105,0,189,34,397,327,70,397,0,0,0,0,0,0,397,327,70,397,0,482,398,84,482,0
DE,1,994,564,372,0,936,58,615,355,208,0,563,52,379,209,164,373,6,129,67,60,127,2,127,102,0,102,25,123,98,0,98,25,4,4,4,0,91,36,49,0,85,6,45,24,19,0,43,2,2,0,2,0,2,0,43,24,17,0,41,2,20,8,12,20,0,2,0,2,2,0,18,8,10,18,0,25,12,13,25,0
FL,27,"32,190","10,732","6,266",113,"17,111","15,079","22,768","6,617","4,201",113,"10,931","11,837","9,422","4,115","2,065","6,180","3,242","2,846","1,264",660,"1,924",922,"5,615","1,175",66,"1,241","4,374","4,951","1,061",66,"1,127","3,824",664,114,114,550,"2,817",720,"1,066",35,"1,821",996,"2,019",633,440,2,"1,075",944,421,228,54,0,282,139,"1,598",405,386,2,793,805,328,165,110,275,53,16,0,13,13,3,312,165,97,262,50,483,243,167,410,73
GA,9,"10,174","3,821","2,830",0,"6,651","3,523","7,422","2,298","1,804",0,"4,102","3,320","2,752","1,523","1,026","2,549",203,"1,019",605,334,939,80,"1,028",462,0,462,566,963,405,0,405,558,65,57,57,8,712,177,289,0,466,246,526,199,129,0,328,198,28,19,5,0,24,4,498,180,124,0,304,194,75,23,39,62,13,0,0,0,0,0,75,23,39,62,13,139,44,77,121,18
GU,1,852,87,0,0,87,765,215,17,0,0,17,198,637,70,0,70,567,117,17,0,17,100,64,0,0,0,64,20,0,0,0,20,44,0,0,44,24,4,0,0,4,20,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,7,1,0,1,6,0,0,0,0,0,7,1,0,1,6,14,3,0,3,11
HI,2,"7,220","1,341","2,054",25,"3,420","3,800","4,535",746,487,25,"1,258","3,277","2,685",595,"1,567","2,162",523,666,159,380,539,127,"1,800",195,12,207,"1,593","1,588",152,12,164,"1,424",212,43,43,169,615,106,128,3,237,378,319,37,19,0,56,263,26,1,1,0,2,24,293,36,18,0,54,239,71,13,47,60,11,0,0,0,0,0,71,13,47,60,11,68,12,44,56,12
IA,3,"2,756","1,373","1,279",0,"2,652",104,"1,500",957,439,0,"1,396",104,"1,256",416,840,"1,256",0,382,129,253,382,0,199,143,0,143,56,170,114,0,114,56,29,29,29,0,171,77,76,0,153,18,140,87,49,0,136,4,12,9,3,0,12,0,128,78,46,0,124,4,73,17,56,73,0,0,0,0,0,0,73,17,56,73,0,107,27,80,107,0
ID,2,"2,037","1,003",395,0,"1,398",639,"1,309",673,184,0,857,452,728,330,211,541,187,211,103,64,167,44,436,302,0,302,134,391,257,0,257,134,45,45,45,0,228,73,86,0,159,69,113,69,20,0,89,24,7,7,0,0,7,0,106,62,20,0,82,24,17,9,6,15,2,0,0,0,0,0,17,9,6,15,2,24,9,10,19,5
IL,20,"10,798","4,160","4,306",75,"8,541","2,257","6,894","3,067","1,617",75,"4,759","2,135","3,904","1,093","2,689","3,782",122,"1,228",353,828,"1,181",47,"1,475",665,52,717,758,"1,355",592,52,644,711,120,73,73,47,864,202,357,16,575,289,730,296,296,0,592,138,49,35,11,0,46,3,681,261,285,0,546,135,290,62,214,276,14,1,0,1,1,0,289,62,213,275,14,406,93,296,389,17
IN,2,"5,438","3,368","1,457",44,"4,869",569,"3,623","2,232",806,44,"3,082",541,"1,815","1,136",651,"1,787",28,576,363,204,567,9,537,461,22,483,54,486,410,22,432,54,51,51,51,0,615,186,358,25,569,46,294,197,52,3,252,42,30,25,4,0,29,1,264,172,48,3,223,41,70,37,32,69,1,0,0,0,0,0,70,37,32,69,1,93,47,45,92,1
KS,5,"2,287","1,277",659,6,"1,942",345,"1,423",830,247,6,"1,083",340,864,447,412,859,5,263,140,122,262,1,341,251,0,251,90,252,166,0,166,86,89,85,85,4,217,106,70,1,177,40,103,47,32,0,79,24,6,5,1,0,6,0,97,42,31,0,73,24,33,16,16,32,1,0,0,0,0,0,33,16,16,32,1,60,26,30,56,4
KY,3,"4,025","2,174","1,122",2,"3,298",727,"3,032","1,607",777,2,"2,386",646,993,567,345,912,81,334,191,118,309,25,405,265,2,267,138,383,250,2,252,131,22,15,15,7,489,156,289,0,445,44,253,145,49,0,194,59,18,14,0,0,14,4,235,131,49,0,180,55,62,29,27,56,6,1,0,1,1,0,61,29,26,55,6,89,44,39,83,6
LA,8,"3,305","1,326",967,37,"2,330",975,"2,559",891,719,37,"1,647",912,746,435,248,683,63,231,128,83,211,20,618,163,20,183,435,609,154,20,174,435,9,9,9,0,383,70,240,19,329,54,236,125,59,2,186,50,46,36,9,0,45,1,190,89,50,2,141,49,31,19,9,28,3,0,0,0,0,0,31,19,9,28,3,55,34,14,48,7
MA,15,"17,565","14,301","2,196",77,"16,574",991,"6,267","3,850","1,361",77,"5,288",979,"11,298","10,451",835,"11,286",12,"3,430","3,123",303,"3,426",4,"1,914","1,520",35,"1,555",359,"1,238",850,35,885,353,676,670,670,6,853,176,613,19,808,45,469,310,96,1,407,62,57,46,8,0,54,3,412,264,88,1,353,59,572,498,74,572,0,0,0,0,0,0,572,498,74,572,0,715,620,95,715,0
MD,16,"7,247","3,557","1,877",77,"5,511","1,736","5,077","2,337","1,095",77,"3,509","1,568","2,170","1,220",782,"2,002",168,681,379,256,635,46,"1,520",773,43,816,704,"1,436",703,43,746,690,84,70,70,14,536,185,249,6,440,96,272,127,50,2,179,93,11,6,1,0,7,4,261,121,49,2,172,89,121,65,49,114,7,0,0,0,0,0,121,65,49,114,7,176,96,70,166,10
ME,1,"2,280",993,"1,092",15,"2,100",180,"1,352",681,548,15,"1,244",108,928,312,544,856,72,307,109,177,286,21,201,189,12,201,0,189,177,12,189,0,12,12,12,0,131,53,66,1,120,11,178,87,56,0,143,35,28,5,11,0,16,12,150,82,45,0,127,23,26,10,11,21,5,2,0,0,0,2,24,10,11,21,3,33,13,16,29,4
MI,21,"9,051","5,656","2,326",46,"8,028","1,023","5,628","3,554","1,115",46,"4,715",913,"3,423","2,102","1,211","3,313",110,"1,060",651,375,"1,026",34,774,520,18,538,236,709,464,18,482,227,65,56,56,9,773,247,441,25,713,60,608,340,197,2,539,69,80,47,29,0,76,4,528,293,168,2,463,65,201,103,95,198,3,5,3,2,5,0,196,100,93,193,3,319,171,145,316,3
MN,10,"7,668","3,620","2,940",0,"6,560","1,108","3,899","2,013",879,0,"2,892","1,007","3,769","1,607","2,061","3,668",101,"1,140",501,609,"1,110",30,906,552,0,552,354,813,472,0,472,341,93,80,80,13,281,154,90,0,244,37,889,251,488,0,739,150,136,61,68,0,129,7,753,190,420,0,610,143,315,97,208,305,10,10,2,6,8,2,305,95,202,297,8,501,149,339,488,13
MO,8,"6,037","3,133","1,719",33,"4,885","1,152","3,768","1,865",872,33,"2,770",998,"2,269","1,268",847,"2,115",154,749,418,287,705,44,"1,087",693,30,723,364,883,495,30,525,358,204,198,198,6,538,192,248,9,449,89,548,217,238,0,455,93,101,70,21,0,91,10,447,147,217,0,364,83,163,72,90,162,1,4,3,1,4,0,159,69,89,158,1,218,97,120,217,1
MP,1,672,24,0,0,24,648,208,11,0,0,11,197,464,13,0,13,451,131,3,0,3,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
